Player,Age,Team,Minutes,Offense Position,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,Avg Speed Defense,Avg Speed Offense,Minutes Consistency,True Usage%,Years of Experience,Height,Weight,DHO Coverage Aggression,DHO Coverage Versatility,Defensive Positional Versatility,Foul Trouble%,Fouls Committed / 75,Fouls Drawn / 75,Guarded Ball Dominance%,Guarded O-LEBRON,Guarded Off-Ball%,Guarded USG%,Matchup Difficulty,Off-Ball Coverage Aggression,Off-Ball Coverage Versatility,Overall Coverage Versatility,Overall Coverage Aggression,P&R Coverage Aggression,P&R Coverage Versatility,Shot Location Versatility,Stable Avg 2PT Shot Distance,3PT Foul Rate%,3PT Openness Rating,3PT Pull Up Openness Rating,3PT Pull Up Shot Creation,3PT Pull Up Shot Making,3PT Pull Up Shot Making Efficiency,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Pull Up%,3PT Pull Up Talent,3PT Pull Up Shot Quality,3PT Shot Quality,3PT Versatility,3PT Versatility Rating,3PTA Rate%,Avg. 3PT Shot Distance,C&S 3PT Openness Rating,C&S 3PT Shooting Talent,Stable C&S 3PT%,Drive Foul Rate,Floater Talent,Midrange Talent,Post Up Shot Making,Total Iso Impact / 75,Cut FG%,Stable ATB 3PT%,Stable Avg 3PT Shot Distance,Stable Corner 3PT%,Stable NonHeave ATB 3PT%,Stable Pull Up 3PT%,Movement Attack Rate%,Off Screen Poss/ 75 Poss,Finishing Talent,Screening Talent,Playmaking Talent,Stable Bad Pass Turnovers Per 75,Stable Non Bad Pass Turnovers Per 75,Post Up Impact / 75 Poss,Contested OReb%,OReb Per Game,Putback Shot Making,% Rim Shots Contested%,Post Defense,Bad Pass Steals,Pickpocket Rating,Defensive Rebounding Talent,Defensive RAPTOR,Offensive RAPTOR,Multiple Teams
Seth Curry,33,CHO 2024,615,SG,Movement Shooter,Chaser,0.37,-1.50,-0.91,-0.59,3.72,4.45,98.59,35.64,3.00,80.00,230.00,90.56,28.00,60.30,0.16,2.32,1.67,16.52,-0.10,83.48,18.67,-1.41,104.06,50.33,94.18,35.47,89.79,32.62,29.00,846.78,0.00,-0.12,-0.05,-1.10,-0.08,-0.61,-0.19,-0.34,-0.14,-0.58,26.32,-0.37,-0.66,0.22,45.46,-0.21,52.94,51.53,-0.14,0.08,37.41,3.53,-0.62,-0.45,0.00,-0.31,100.00,36.16,26.06,37.63,36.29,31.99,1.89,0.20,-0.41,-0.98,-0.24,0.57,0.89,0.00,22.22,0.41,0.29,36.40,-0.10,13.00,0.54,-1.03,-0.29,-0.73,No
Seth Lundy,23,ATL 2024,52,SF,Low Minute,Low Minute,0.06,-0.70,-0.78,0.08,3.72,4.88,98.59,45.62,11.00,75.00,205.00,113.49,40.00,73.90,0.00,4.21,2.10,22.33,-0.10,77.67,22.54,0.18,100.86,31.43,94.18,38.88,94.65,41.81,34.82,27.14,0.00,0.30,0.11,-1.19,0.00,0.00,-0.16,-0.97,-0.06,-0.58,0.00,0.00,0.00,0.11,31.73,-0.71,76.47,25.22,-0.31,-0.09,37.29,25.00,0.00,-0.74,0.00,0.00,0.00,37.44,25.60,38.25,37.33,33.76,2.67,0.25,-0.60,0.51,-0.25,0.53,1.17,0.00,100.00,0.11,0.00,46.40,-0.10,21.00,0.00,-1.63,-0.29,-0.73,No
Shaedon Sharpe,20,POR 2024,1059,SG,Secondary Ball Handler,Chaser,0.28,-2.03,-1.02,-1.01,3.72,4.34,103.09,52.17,6.00,75.00,193.00,116.06,40.95,51.20,2.93,3.05,3.95,16.28,-0.10,83.72,19.57,-0.60,103.40,43.40,94.05,34.87,91.16,34.88,25.05,68.05,0.00,0.00,0.00,0.00,-0.70,-1.22,-0.17,1.33,-0.55,-0.86,29.63,-0.17,0.37,-0.30,67.07,0.45,41.47,26.17,-0.01,-0.56,38.31,8.12,-0.68,-0.53,0.00,-0.02,56.00,33.55,26.11,37.84,33.90,32.90,14.85,1.20,-0.54,-1.17,-0.42,1.04,1.39,0.00,40.48,1.31,0.51,43.40,-0.10,16.00,0.41,0.04,-0.29,-0.73,No
Shai Gilgeous-Alexander,25,OKC 2024,2553,PG,Shot Creator,Helper,12.11,5.26,4.34,0.92,3.72,4.65,102.82,47.94,5.00,73.00,184.00,95.81,34.05,36.00,5.09,2.57,6.71,17.23,-0.10,82.77,19.58,-0.85,101.65,43.65,93.98,29.69,91.77,28.19,43.11,200.74,0.00,0.82,0.15,-1.23,0.04,-0.30,-0.15,1.64,-0.26,-0.61,35.57,0.53,0.83,-0.33,34.71,-0.62,18.09,25.78,0.45,-1.18,37.25,9.44,2.57,2.91,0.64,1.12,73.68,32.77,25.72,37.97,32.86,29.77,18.84,2.68,0.02,0.45,1.18,0.66,1.57,0.25,43.08,0.87,0.24,39.80,-0.10,75.00,1.05,0.14,-0.29,-0.73,No
Shake Milton,27,NYK 2024,581,SG,Movement Shooter,Chaser,0.19,-1.94,-1.42,-0.51,3.72,4.21,102.90,47.76,9.00,72.00,205.00,120.91,43.08,51.90,0.17,3.31,2.70,17.13,-0.10,82.87,18.93,-1.26,102.29,39.26,93.93,33.53,92.85,36.23,15.55,58.17,0.00,0.29,0.00,0.00,-0.10,-0.70,-0.63,-0.39,-0.28,-1.16,23.53,-0.37,-0.63,0.54,34.33,-0.91,32.82,77.81,0.33,-0.73,36.74,5.33,-0.04,-0.32,0.00,-0.09,44.44,34.98,29.33,38.13,34.98,33.00,0.00,1.03,-0.71,-0.05,-0.35,0.78,1.15,0.00,57.14,0.29,-0.11,36.10,-0.10,11.00,0.49,-0.61,-0.29,-0.73,No
Shaquille Harrison,30,MEM 2024,6,SG,Low Minute,Low Minute,0.01,-0.67,-0.67,0.00,3.71,4.58,98.59,22.47,2.00,80.00,239.00,108.71,50.00,54.60,0.00,0.00,0.00,20.48,-0.10,79.52,20.40,0.03,102.52,40.00,93.85,41.97,94.86,45.75,16.77,192.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.54,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,28.09,39.00,35.00,33.00,0.00,0.00,-0.63,0.05,-0.11,0.69,1.22,0.00,0.00,0.00,0.00,50.00,-0.10,21.00,0.00,-1.94,-0.29,-0.73,No
Sidy Cissoko,19,SAS 2024,141,SF,Athletic Finisher,Helper,0.14,-0.88,-1.08,0.20,3.71,4.41,98.77,19.55,6.00,80.00,225.00,107.60,43.81,72.60,3.55,4.45,2.72,13.35,-0.10,86.65,17.83,-0.97,100.86,42.86,93.67,31.54,93.07,32.31,31.47,4.77,0.00,0.28,0.00,0.00,0.00,0.00,-0.84,-1.07,-0.24,-0.97,0.00,0.00,0.00,0.34,27.88,-1.05,36.36,24.09,0.04,-0.91,36.69,16.67,-0.17,-0.54,0.00,0.00,100.00,35.73,25.29,37.96,35.70,31.17,18.63,2.43,-0.80,-0.26,-0.07,0.35,1.08,0.00,87.50,0.67,0.79,34.00,-0.10,3.00,0.99,-1.44,-0.29,-0.73,No
Simone Fontecchio,28,DET 2024,1644,SF,Off Screen Shooter,Helper,1.94,-0.58,-0.40,-0.18,3.71,4.59,99.78,35.86,0.00,74.00,190.00,114.71,37.33,65.00,0.61,2.39,1.33,16.63,-0.10,83.37,20.75,0.21,110.27,53.06,93.66,34.90,89.74,34.00,17.95,6.36,0.00,0.00,0.00,0.00,-0.15,-0.69,0.42,-0.80,0.50,0.52,29.03,-0.66,-0.42,0.11,36.48,0.01,60.95,49.83,-0.36,1.53,39.35,4.78,-0.58,-0.37,1.04,-0.01,64.00,35.28,27.05,38.61,35.35,33.56,15.79,1.16,-1.06,-0.85,0.22,0.58,0.97,0.02,46.88,0.97,0.27,39.20,-0.10,29.00,0.33,-0.18,-0.29,-0.73,No
Skylar Mays,26,LAL 2024,433,PG-SG,Secondary Ball Handler,Chaser,0.51,-0.57,0.11,-0.68,3.71,4.31,99.08,41.33,5.00,77.00,230.00,94.74,28.00,52.50,1.15,2.22,1.54,16.76,-0.10,83.24,18.96,-0.94,106.69,53.10,93.55,33.86,94.29,37.44,16.92,15.46,0.00,0.00,0.00,0.00,-0.04,-0.52,-0.32,0.02,-0.17,-0.79,30.77,-0.20,-0.83,0.07,42.16,-0.44,33.96,50.51,0.36,-0.55,36.93,4.29,0.15,0.03,0.00,-0.29,50.00,36.80,25.32,36.86,36.88,31.40,8.82,0.75,-0.66,-0.36,0.32,1.01,0.87,0.00,30.00,0.26,-0.14,39.20,-0.10,10.00,0.94,-0.99,-0.29,-0.73,No
Spencer Dinwiddie,30,LAL 2024,2152,PG,Shot Creator,Point of Attack,2.97,-0.25,0.40,-0.64,3.70,4.50,98.59,45.17,10.00,80.00,220.00,117.28,39.62,82.10,0.46,2.34,2.46,19.49,-0.10,80.51,21.55,0.83,101.76,43.62,93.37,34.58,94.28,37.72,18.13,153.91,0.00,1.10,0.47,-1.66,-0.75,-1.66,0.04,0.82,-0.19,-0.48,25.95,-0.48,-1.06,-1.03,52.82,0.12,57.50,51.15,-0.12,0.21,38.00,10.50,0.59,-0.12,1.22,0.13,50.00,34.11,28.46,37.79,35.08,32.79,0.00,0.00,-0.92,-0.35,0.82,0.70,0.90,0.02,33.33,0.39,0.16,30.70,-0.10,42.00,0.15,-1.09,-0.29,-0.73,No
Stanley Umude,24,DET 2024,307,SG,Stationary Shooter,Helper,0.16,-1.64,-1.77,0.13,3.70,5.07,86.48,62.67,4.00,83.00,285.00,108.31,36.00,20.00,0.98,4.65,2.45,15.58,-0.10,84.42,19.69,-0.35,105.46,44.31,93.26,40.77,96.12,48.00,15.54,102.19,0.00,0.00,0.00,0.00,0.01,-0.34,-0.06,-0.95,0.18,0.30,50.00,-0.58,0.13,0.40,21.59,-0.65,63.10,25.04,-0.19,0.47,39.22,11.54,-0.71,-0.77,0.00,0.00,0.00,36.70,47.92,39.07,36.99,31.39,11.88,1.38,-1.02,-0.76,0.18,0.79,1.04,0.00,0.00,0.33,-0.47,33.90,-0.10,5.00,0.35,-0.84,-0.29,-0.73,No
Stephen Curry,35,GSW 2024,2421,PG,Primary Ball Handler,Chaser,7.72,2.64,3.78,-1.14,3.70,5.00,98.59,55.14,4.00,77.00,185.00,106.62,39.53,67.57,2.64,1.74,4.00,16.71,-0.10,83.29,19.31,-0.92,104.14,50.06,93.16,33.37,90.08,30.71,46.06,610.01,0.00,0.69,0.03,-1.53,2.18,1.47,4.77,2.39,3.60,2.33,37.28,3.82,-0.70,-1.79,67.32,2.06,60.62,27.02,-0.55,3.61,42.14,7.75,0.55,0.12,-0.87,0.29,72.55,35.33,28.57,39.00,35.29,33.89,0.00,0.00,-0.77,-0.04,1.38,1.24,1.77,0.00,32.43,0.50,0.35,31.80,-0.10,31.00,0.34,-0.12,-0.29,-0.73,No
Svi Mykhailiuk,26,BOS 2024,413,SF,Off Screen Shooter,Low Activity,0.32,-1.23,0.05,-1.28,3.69,4.59,103.45,50.87,6.00,73.00,184.00,96.18,35.11,37.00,0.00,1.70,1.08,13.61,-0.10,86.39,17.65,-1.68,116.81,47.50,92.87,37.60,90.44,39.94,40.48,100.45,0.00,0.23,-0.04,-1.14,0.22,0.55,0.37,-0.39,0.08,0.07,48.15,0.06,0.49,-0.28,61.39,0.71,78.83,26.09,-0.38,0.63,37.48,2.04,-0.71,-0.71,0.00,0.00,33.33,35.84,26.45,38.65,36.00,31.79,15.44,0.85,0.17,-0.77,-0.03,0.78,0.69,0.00,45.45,0.27,-0.08,25.40,-0.10,9.00,0.18,-1.10,-0.29,-0.73,No
T.J. McConnell,31,IND 2024,1291,PG,Slasher,Point of Attack,2.55,0.69,1.30,-0.61,3.69,4.60,100.36,36.64,4.00,76.00,210.00,124.65,33.33,54.10,0.46,2.19,2.94,22.68,-0.10,77.32,20.86,0.20,95.81,38.70,92.76,35.06,90.98,34.10,47.44,878.71,0.00,0.49,0.24,-1.25,0.06,-0.11,-0.66,-0.08,-0.08,-0.46,42.86,-0.25,1.18,2.01,35.87,-0.50,7.42,26.43,0.58,-1.03,38.13,1.65,1.41,1.07,0.00,0.08,92.31,34.48,27.28,38.78,35.50,33.00,0.00,0.00,0.01,-0.20,1.97,1.20,1.65,0.00,25.00,0.51,0.68,39.80,-0.10,55.00,0.47,0.61,-0.29,-0.73,No
T.J. Warren,30,MIN 2024,125,SF,Athletic Finisher,Helper,0.08,-1.44,-0.81,-0.63,3.69,4.64,98.59,29.51,2.00,75.00,195.00,113.45,26.67,80.38,0.00,3.11,0.57,13.64,-0.10,86.36,18.06,-0.71,113.52,49.33,92.69,33.63,90.92,33.69,35.07,205.34,2.14,0.19,0.17,-0.69,0.00,0.00,-0.75,-1.07,-0.18,-0.82,0.00,0.00,0.00,0.66,20.19,-1.26,31.71,24.32,0.07,-0.75,36.69,0.00,-0.01,-0.25,0.00,0.00,50.00,32.49,26.44,36.72,33.17,32.17,6.70,0.80,1.55,0.79,-0.11,0.51,1.13,0.00,100.00,0.45,0.56,37.50,-0.10,2.00,0.57,-1.24,-0.29,-0.73,No
Taj Gibson,38,DET 2024,204,PF,Post Scorer,Mobile Big,0.12,-1.49,-1.98,0.48,3.68,4.35,100.82,43.90,13.00,73.00,186.00,110.59,35.00,70.80,0.98,5.60,0.54,10.95,-0.10,89.05,18.60,-0.59,105.69,39.10,92.56,31.04,90.09,31.00,41.99,963.69,0.36,0.29,0.60,-0.95,0.00,0.00,-0.84,-1.12,-0.08,-0.54,0.00,0.00,0.00,-0.20,22.50,-1.03,27.03,47.58,0.01,-0.98,37.61,0.00,-0.86,-0.75,0.38,0.00,28.57,36.78,25.47,42.32,36.76,35.22,23.10,3.31,0.10,0.02,-0.43,0.30,1.11,-0.17,75.00,0.60,-0.11,35.20,-0.10,2.00,0.18,-1.45,-0.29,-0.73,No
Talen Horton-Tucker,23,UTA 2024,1009,PG,Primary Ball Handler,Helper,1.44,-0.18,0.42,-0.60,3.68,4.49,101.88,37.28,3.00,81.00,250.00,98.43,43.42,54.80,0.89,3.41,2.91,17.89,-0.10,82.11,20.12,-0.42,108.31,51.85,92.48,31.47,92.72,31.65,40.38,29.83,0.00,0.04,-0.06,-1.48,-0.46,-1.37,-0.27,0.40,-0.42,-1.01,28.17,-0.25,1.15,0.45,47.47,-0.35,39.14,26.00,0.22,-0.26,37.55,6.10,-0.05,-0.58,0.22,-0.42,100.00,33.63,27.16,38.32,33.76,33.89,0.00,0.00,0.00,-0.09,0.95,0.98,1.32,0.00,57.14,0.41,-0.11,33.50,-0.10,19.00,0.94,-0.57,-0.29,-0.73,No
Tari Eason,22,HOU 2024,480,PF,Athletic Finisher,Helper,0.78,0.14,-0.64,0.78,3.68,4.85,103.41,54.27,5.00,69.00,185.00,123.47,28.73,48.60,1.67,3.87,1.82,17.25,-0.10,82.75,20.98,0.29,118.72,56.96,92.46,36.11,94.83,41.93,40.07,37.44,1.67,0.01,-0.09,-1.18,-0.05,-0.49,-0.62,-0.90,-0.13,-0.48,0.00,-0.64,-0.28,1.12,20.00,-1.10,26.46,24.72,0.21,-0.39,37.92,6.67,-0.88,-0.44,-0.40,0.01,30.77,35.58,49.04,42.41,36.04,33.70,29.59,4.01,-0.66,0.62,-0.12,0.58,1.10,-0.23,76.09,2.09,-0.13,32.20,-0.10,18.00,0.97,1.95,-0.29,-0.73,No
Taurean Prince,29,LAL 2024,2108,PF,Movement Shooter,Wing Stopper,0.98,-1.71,-1.40,-0.30,3.68,4.27,98.59,26.34,16.00,82.00,236.00,85.92,27.50,74.09,1.66,2.48,1.14,19.59,-0.10,80.41,23.03,1.79,105.76,45.00,92.36,31.71,89.28,31.12,14.20,157.01,0.00,0.08,0.00,0.00,0.26,0.29,0.04,-0.68,0.22,0.13,37.04,-0.16,0.73,1.12,35.24,-0.23,62.24,24.97,-0.04,0.39,38.83,5.96,-0.75,-0.39,0.00,-0.06,53.33,34.24,30.45,37.79,35.22,33.00,0.00,0.00,0.30,0.13,-0.25,0.52,0.80,0.00,28.57,0.27,-0.52,36.30,-0.10,33.00,0.42,-0.61,-0.29,-0.73,No
Terance Mann,27,LAC 2024,1873,SG,Athletic Finisher,Point of Attack,0.99,-1.62,-0.93,-0.68,3.67,4.18,98.59,28.32,10.00,77.00,205.00,110.07,42.31,81.50,0.91,2.92,1.59,22.11,-0.10,77.89,22.22,1.40,116.35,51.76,92.31,33.55,92.51,37.18,16.47,64.54,0.00,0.00,0.00,0.00,-0.03,-0.40,-1.00,-0.61,-0.66,-1.57,35.29,-0.43,1.93,2.61,31.43,-1.22,41.38,24.77,0.66,-1.02,36.75,7.94,-0.61,-0.44,0.51,-0.07,68.85,35.35,27.40,38.36,35.31,32.89,0.00,0.00,-0.51,-0.39,0.53,0.35,0.73,0.06,49.43,1.16,0.37,34.80,-0.10,30.00,0.26,-0.68,-0.29,-0.73,No
Terquavion Smith,21,PHI 2024,84,PG,Low Minute,Low Minute,0.07,-1.08,-0.27,-0.81,3.67,4.37,98.59,41.11,1.00,75.00,193.00,118.60,20.00,64.80,0.00,3.09,1.55,18.77,-0.10,81.23,19.68,-0.40,108.44,46.67,92.29,34.79,92.78,38.64,14.72,118.32,0.00,0.00,0.00,0.00,-0.05,-0.69,0.74,0.63,0.01,-0.19,22.22,0.13,0.19,-0.12,36.79,-0.33,76.09,26.26,-0.14,0.58,38.66,0.00,-0.53,-0.55,0.00,0.00,0.00,35.76,25.26,36.98,35.78,34.00,35.92,0.03,0.03,-0.74,-0.11,0.89,1.31,0.00,0.00,0.00,0.00,42.90,-0.10,6.00,0.78,-1.57,-0.29,-0.73,No
Terry Rozier,29,MIA 2024,2040,PG-SG,Primary Ball Handler,Point of Attack,3.20,0.04,0.42,-0.38,3.67,4.38,100.97,29.12,16.00,79.00,240.00,110.22,40.98,59.10,0.00,1.85,3.20,22.82,-0.10,77.18,21.89,0.97,102.64,45.70,92.06,30.79,92.97,33.57,49.79,331.86,0.00,0.82,0.12,-1.33,0.53,0.24,0.69,1.42,0.22,0.02,37.55,1.29,1.21,-0.19,51.69,0.32,41.08,50.55,-0.36,-0.54,36.69,4.28,0.99,1.08,-0.87,0.45,45.45,35.13,26.21,39.47,35.12,32.19,11.19,0.74,-0.90,0.57,-0.20,0.90,1.05,0.00,37.14,0.57,0.15,34.10,-0.10,35.00,0.51,0.22,-0.29,-0.73,No
Terry Taylor,24,CHI 2024,188,PF,Athletic Finisher,Mobile Big,0.09,-1.69,-1.48,-0.20,3.67,4.27,103.13,60.46,11.00,72.00,175.00,116.26,46.67,41.20,0.00,3.33,0.59,13.85,-0.10,86.15,19.30,-0.33,99.96,35.81,92.02,38.82,92.09,42.30,18.05,239.91,0.00,0.19,0.24,-1.39,-0.02,-0.51,-0.80,-1.11,-0.06,-0.57,0.00,-0.68,0.06,0.13,20.00,-1.14,23.08,24.10,0.32,-1.00,37.61,0.00,-0.67,-0.69,0.00,0.21,66.67,35.16,26.44,38.80,35.63,31.95,10.32,1.26,-1.20,0.65,-0.20,0.42,1.22,0.00,76.47,0.55,0.19,29.50,-0.10,4.00,0.20,-1.28,-0.29,-0.73,No
Thaddeus Young,35,PHO 2024,440,PF,Roll + Cut Big,Mobile Big,0.39,-1.06,-0.80,-0.26,3.66,4.83,82.57,33.18,7.00,81.00,218.00,81.06,20.00,73.00,2.73,4.15,1.27,13.85,-0.10,86.15,20.83,0.04,95.90,39.72,91.90,31.79,90.38,30.28,49.89,561.01,0.00,0.45,-0.02,-1.22,0.00,0.00,-0.99,-1.18,-0.09,-0.54,0.00,0.00,0.00,-0.07,12.50,-1.40,6.48,49.25,0.09,-1.25,37.38,0.00,-0.68,-0.57,-0.31,0.01,76.92,34.43,47.66,36.70,34.47,33.42,6.92,0.46,-0.54,-0.07,0.42,0.50,1.02,-0.25,76.09,1.39,-0.01,39.70,-0.10,9.00,1.19,-1.00,-0.29,-0.73,No
Thanasis Antetokounmpo,31,MIL 2024,155,PF,Post Scorer,Helper,0.02,-2.25,-2.06,-0.19,3.66,4.44,98.59,22.10,3.00,83.00,243.00,87.41,30.52,59.60,0.00,5.52,1.61,13.45,-0.10,86.55,18.63,-0.99,102.49,45.81,91.88,25.33,86.58,33.33,23.08,4.54,0.00,0.00,0.00,0.00,-0.02,-0.49,-0.98,-1.33,-0.01,-0.30,0.00,-0.68,-0.25,-0.24,12.50,-1.29,3.33,23.90,0.00,0.00,38.00,0.00,0.00,-0.73,-0.44,0.03,66.67,32.88,49.64,38.58,33.20,31.66,3.82,0.19,-0.93,-0.80,-0.21,0.70,1.68,-1.13,71.43,0.21,0.00,25.00,-0.10,5.00,0.46,-1.62,-0.29,-0.73,No
Theo Maledon,22,PHO 2024,213,PG,Movement Shooter,Point of Attack,0.16,-1.29,-0.77,-0.51,3.66,4.44,102.03,38.02,6.00,79.00,230.00,116.16,42.30,76.10,1.41,3.48,3.32,21.34,-0.10,78.66,21.16,0.37,95.67,30.00,91.82,32.71,93.16,36.59,9.79,43.06,0.00,0.00,0.00,0.00,-0.18,-0.95,-0.62,-0.54,-0.37,-1.29,12.50,-0.51,-0.88,-0.59,48.33,-0.46,42.86,26.30,0.18,-0.74,36.45,2.60,0.01,-0.37,0.00,0.00,100.00,36.16,26.27,39.59,36.08,33.82,11.75,1.92,0.99,-1.08,0.28,1.19,1.35,0.00,0.00,0.24,0.90,38.40,-0.10,3.00,0.66,-0.79,-0.29,-0.73,No
Thomas Bryant,26,MIA 2024,441,C,Roll + Cut Big,Mobile Big,0.82,0.50,-0.51,1.01,3.66,4.08,103.80,58.16,19.00,78.00,212.00,100.48,33.33,58.30,2.95,3.91,2.81,12.26,-0.10,87.74,19.34,-0.79,94.67,32.94,91.71,34.23,91.54,36.47,54.85,449.21,0.00,0.10,0.02,-1.20,-0.09,-0.70,-0.88,-0.83,-0.20,-1.02,0.00,-0.63,0.25,0.53,15.91,-1.52,14.77,25.38,0.25,-1.04,37.11,16.67,-0.70,-0.59,0.40,-0.06,64.10,33.05,41.13,38.57,33.13,30.70,0.00,0.00,-0.87,-0.22,-0.91,0.24,1.51,0.19,72.50,1.05,0.37,53.80,-0.10,9.00,0.09,-0.11,-0.29,-0.73,No
Tim Hardaway Jr.,31,DAL 2024,2120,SF,Movement Shooter,Helper,1.66,-1.21,0.68,-1.89,3.64,4.66,98.59,40.79,9.00,76.00,213.00,114.64,32.00,83.10,0.14,1.81,2.69,16.92,-0.10,83.08,20.01,-0.50,106.30,49.31,91.29,27.24,93.26,31.82,20.00,7.05,0.00,0.00,0.00,0.00,0.70,0.79,0.82,0.44,0.25,0.04,34.46,1.08,-1.20,-0.67,54.47,0.44,61.17,25.61,-0.24,0.48,36.37,8.98,-0.13,-0.05,-0.96,-0.07,76.92,34.08,25.71,36.60,34.08,31.07,10.15,0.31,-0.19,-0.31,-0.12,0.47,0.78,0.00,22.73,0.28,-0.17,34.40,-0.10,28.00,0.24,-0.31,-0.29,-0.73,No
Tobias Harris,31,PHI 2024,2368,PF,Shot Creator,Wing Stopper,5.05,0.94,0.78,0.16,3.64,4.20,102.12,40.30,10.00,73.00,175.00,112.34,42.61,49.20,0.30,1.80,2.58,16.48,-0.10,83.52,21.53,0.55,103.88,40.76,91.03,28.98,88.26,26.50,15.68,52.76,0.00,0.00,0.00,0.00,-0.31,-0.95,-0.70,-0.55,-0.36,-0.76,26.53,-0.73,-0.41,0.21,39.25,-0.53,27.13,25.40,0.01,-0.49,37.35,4.25,0.86,0.77,0.49,0.01,68.85,36.47,25.70,37.85,36.46,31.83,16.84,1.99,0.00,0.54,-0.12,0.45,1.04,0.15,56.25,1.14,0.16,38.90,-0.10,45.00,0.39,0.90,-0.29,-0.73,No
Torrey Craig,33,CHI 2024,1049,SF,Athletic Finisher,Wing Stopper,0.81,-1.22,-1.07,-0.15,3.62,4.01,98.59,25.99,16.00,80.00,235.00,106.30,45.26,83.50,3.15,3.96,1.33,17.43,-0.10,82.57,22.05,1.05,115.02,51.14,90.54,29.64,89.18,28.40,22.58,210.40,0.00,0.03,0.00,0.00,0.21,0.27,-0.10,-0.86,0.17,0.16,60.00,-0.34,0.75,0.71,26.49,-0.54,60.96,24.68,-0.14,0.18,37.77,3.03,-0.58,-0.82,0.00,-0.03,53.85,34.00,29.42,39.00,34.00,31.00,0.00,0.00,0.10,1.19,-0.65,0.50,0.82,0.00,50.72,1.30,0.00,36.10,-0.10,19.00,0.39,0.49,-0.29,-0.73,No
Tosan Evbuomwan,22,DET 2024,367,SF,Athletic Finisher,Helper,0.21,-1.54,-1.87,0.33,3.62,4.12,98.59,34.15,9.00,84.00,290.00,89.91,43.70,54.20,0.00,2.33,1.92,16.21,-0.10,83.79,21.71,0.35,99.30,39.64,90.53,29.22,87.13,27.78,16.01,63.80,0.00,0.00,0.00,0.00,0.00,0.00,-0.64,-1.06,-0.05,-0.33,0.00,0.00,0.00,1.01,17.97,-1.10,45.07,47.78,0.56,-0.51,37.95,10.00,-0.17,-0.55,1.04,0.00,50.00,35.00,27.95,39.00,35.00,32.00,0.00,0.00,-0.30,1.35,-0.11,0.57,0.80,0.10,50.00,1.06,-0.50,42.50,-0.10,3.00,0.30,-0.36,-0.29,-0.73,No
Toumani Camara,23,POR 2024,1739,PF,Athletic Finisher,Wing Stopper,1.15,-1.40,-1.77,0.37,3.62,4.24,98.59,24.10,10.00,79.00,209.00,114.17,35.38,86.70,2.87,3.70,2.45,20.48,-0.10,79.52,22.45,1.59,109.65,51.94,90.52,28.20,86.01,25.89,17.20,180.82,0.00,0.00,0.00,0.00,-0.02,-0.36,-1.05,-0.88,-0.59,-1.47,33.33,-0.56,1.12,2.14,23.38,-1.47,39.27,24.51,0.51,-0.93,36.25,9.14,-0.64,-0.85,-0.86,-0.09,56.41,36.00,28.94,39.00,36.00,34.00,0.00,0.00,-0.76,0.64,-1.22,0.68,1.13,0.00,62.59,1.99,0.08,40.10,-0.10,49.00,0.36,-0.13,-0.29,-0.73,No
Trae Young,25,ATL 2024,1942,PG,Shot Creator,Point of Attack,4.86,1.53,3.30,-1.77,3.62,4.30,102.65,33.88,7.00,75.00,220.00,119.77,26.74,79.40,0.46,1.97,6.26,20.02,-0.10,79.98,19.42,-0.78,96.45,39.80,90.47,26.04,85.21,21.89,26.14,671.68,16.67,0.41,-0.09,-1.08,2.21,1.38,2.28,3.03,1.37,0.98,37.32,3.80,-0.84,-1.78,54.55,0.91,46.53,27.70,0.19,-0.37,38.26,8.17,2.76,0.95,0.00,0.10,55.56,35.52,41.22,40.10,35.47,32.03,12.38,0.73,-0.58,2.58,2.47,2.42,1.66,0.00,21.74,0.43,-0.24,39.40,-0.10,42.00,0.54,-1.05,-0.29,-0.73,No
Trayce Jackson-Davis,23,GSW 2024,1130,PF,Roll + Cut Big,Mobile Big,2.84,1.54,0.34,1.20,3.62,4.10,98.59,39.64,9.00,83.00,260.00,87.77,31.88,49.90,0.35,3.50,3.01,12.84,-0.10,87.16,19.25,-1.07,95.71,32.83,90.40,29.69,86.79,25.42,29.46,293.35,0.00,-0.02,0.00,0.00,-0.04,-0.44,-1.03,-1.36,-0.03,-0.26,0.00,-0.70,-1.19,-0.85,0.00,0.00,0.30,38.30,0.00,0.00,38.00,5.56,-0.97,-1.04,0.34,0.07,72.73,35.81,27.98,38.91,35.83,33.88,20.95,0.13,0.85,0.98,-0.54,0.63,1.03,-0.06,70.37,1.99,0.27,50.00,-0.10,22.00,0.23,0.16,-0.29,-0.73,No
